,1. open,2. high,3. low,4. close,5. adjusted close,6. volume,7. dividend amount,ORCL_BALANCE_SHEET_reportedCurrency,ORCL_BALANCE_SHEET_totalAssets,ORCL_BALANCE_SHEET_totalCurrentAssets,ORCL_BALANCE_SHEET_cashAndCashEquivalentsAtCarryingValue,ORCL_BALANCE_SHEET_cashAndShortTermInvestments,ORCL_BALANCE_SHEET_inventory,ORCL_BALANCE_SHEET_currentNetReceivables,ORCL_BALANCE_SHEET_totalNonCurrentAssets,ORCL_BALANCE_SHEET_propertyPlantEquipment,ORCL_BALANCE_SHEET_accumulatedDepreciationAmortizationPPE,ORCL_BALANCE_SHEET_intangibleAssets,ORCL_BALANCE_SHEET_intangibleAssetsExcludingGoodwill,ORCL_BALANCE_SHEET_goodwill,ORCL_BALANCE_SHEET_investments,ORCL_BALANCE_SHEET_longTermInvestments,ORCL_BALANCE_SHEET_shortTermInvestments,ORCL_BALANCE_SHEET_otherCurrentAssets,ORCL_BALANCE_SHEET_otherNonCurrentAssets,ORCL_BALANCE_SHEET_totalLiabilities,ORCL_BALANCE_SHEET_totalCurrentLiabilities,ORCL_BALANCE_SHEET_currentAccountsPayable,ORCL_BALANCE_SHEET_deferredRevenue,ORCL_BALANCE_SHEET_currentDebt,ORCL_BALANCE_SHEET_shortTermDebt,ORCL_BALANCE_SHEET_totalNonCurrentLiabilities,ORCL_BALANCE_SHEET_capitalLeaseObligations,ORCL_BALANCE_SHEET_longTermDebt,ORCL_BALANCE_SHEET_currentLongTermDebt,ORCL_BALANCE_SHEET_longTermDebtNoncurrent,ORCL_BALANCE_SHEET_shortLongTermDebtTotal,ORCL_BALANCE_SHEET_otherCurrentLiabilities,ORCL_BALANCE_SHEET_otherNonCurrentLiabilities,ORCL_BALANCE_SHEET_totalShareholderEquity,ORCL_BALANCE_SHEET_treasuryStock,ORCL_BALANCE_SHEET_retainedEarnings,ORCL_BALANCE_SHEET_commonStock,ORCL_BALANCE_SHEET_commonStockSharesOutstanding,ORCL_CASH_FLOW_reportedCurrency,ORCL_CASH_FLOW_operatingCashflow,ORCL_CASH_FLOW_paymentsForOperatingActivities,ORCL_CASH_FLOW_proceedsFromOperatingActivities,ORCL_CASH_FLOW_changeInOperatingLiabilities,ORCL_CASH_FLOW_changeInOperatingAssets,ORCL_CASH_FLOW_depreciationDepletionAndAmortization,ORCL_CASH_FLOW_capitalExpenditures,ORCL_CASH_FLOW_changeInReceivables,ORCL_CASH_FLOW_changeInInventory,ORCL_CASH_FLOW_profitLoss,ORCL_CASH_FLOW_cashflowFromInvestment,ORCL_CASH_FLOW_cashflowFromFinancing,ORCL_CASH_FLOW_proceedsFromRepaymentsOfShortTermDebt,ORCL_CASH_FLOW_paymentsForRepurchaseOfCommonStock,ORCL_CASH_FLOW_paymentsForRepurchaseOfEquity,ORCL_CASH_FLOW_paymentsForRepurchaseOfPreferredStock,ORCL_CASH_FLOW_dividendPayout,ORCL_CASH_FLOW_dividendPayoutCommonStock,ORCL_CASH_FLOW_dividendPayoutPreferredStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfCommonStock,ORCL_CASH_FLOW_proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,ORCL_CASH_FLOW_proceedsFromIssuanceOfPreferredStock,ORCL_CASH_FLOW_proceedsFromRepurchaseOfEquity,ORCL_CASH_FLOW_proceedsFromSaleOfTreasuryStock,ORCL_CASH_FLOW_changeInCashAndCashEquivalents,ORCL_CASH_FLOW_changeInExchangeRate,ORCL_CASH_FLOW_netIncome,ORCL_INCOME_STATEMENT_reportedCurrency,ORCL_INCOME_STATEMENT_grossProfit,ORCL_INCOME_STATEMENT_totalRevenue,ORCL_INCOME_STATEMENT_costOfRevenue,ORCL_INCOME_STATEMENT_costofGoodsAndServicesSold,ORCL_INCOME_STATEMENT_operatingIncome,ORCL_INCOME_STATEMENT_sellingGeneralAndAdministrative,ORCL_INCOME_STATEMENT_researchAndDevelopment,ORCL_INCOME_STATEMENT_operatingExpenses,ORCL_INCOME_STATEMENT_investmentIncomeNet,ORCL_INCOME_STATEMENT_netInterestIncome,ORCL_INCOME_STATEMENT_interestIncome,ORCL_INCOME_STATEMENT_interestExpense,ORCL_INCOME_STATEMENT_nonInterestIncome,ORCL_INCOME_STATEMENT_otherNonOperatingIncome,ORCL_INCOME_STATEMENT_depreciation,ORCL_INCOME_STATEMENT_depreciationAndAmortization,ORCL_INCOME_STATEMENT_incomeBeforeTax,ORCL_INCOME_STATEMENT_incomeTaxExpense,ORCL_INCOME_STATEMENT_interestAndDebtExpense,ORCL_INCOME_STATEMENT_netIncomeFromContinuingOperations,ORCL_INCOME_STATEMENT_comprehensiveIncomeNetOfTax,ORCL_INCOME_STATEMENT_ebit,ORCL_INCOME_STATEMENT_ebitda,ORCL_INCOME_STATEMENT_netIncome,ORCL_EARNINGS_reportedDate,ORCL_EARNINGS_reportedEPS,ORCL_EARNINGS_estimatedEPS,ORCL_EARNINGS_surprise,ORCL_EARNINGS_surprisePercentage,ORCL_EARNINGS_reportTime,ORCL_SHARES_OUTSTANDING_shares_outstanding_diluted,ORCL_SHARES_OUTSTANDING_shares_outstanding_basic
2004-07-30,11.8500,11.9600,10.0300,10.5100,8.4272,1096746200,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-06-15,0.19,0.18,0.01,5.5556,post-market,,
2004-08-31,10.3900,10.9700,9.7800,9.9700,7.9942,816386900,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-09-14,0.1,0.09,0.01,11.1111,post-market,,
2004-09-30,9.9600,11.6800,9.8600,11.2800,9.0446,1059378800,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-09-14,0.1,0.09,0.01,11.1111,post-market,,
2004-10-29,11.6500,12.8100,11.5100,12.6600,10.1511,857008500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-09-14,0.1,0.09,0.01,11.1111,post-market,,
2004-11-30,12.7200,13.5000,12.5100,12.7400,10.2153,672734600,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13,0.16,0.13,0.03,23.0769,pre-market,,
2004-12-31,12.7400,14.8700,12.6600,13.7200,11.0011,1144863500,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13,0.16,0.13,0.03,23.0769,pre-market,,
2005-01-31,13.8800,14.0100,12.1900,13.7700,11.0412,1060050800,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004-12-13,0.16,0.13,0.03,23.0769,pre-market,,
2005-02-28,13.7300,13.7600,12.5900,12.9500,10.3837,750895600,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-22,0.16,0.15,0.01,6.6667,post-market,,
2005-03-31,13.0100,13.8000,12.2300,12.4800,10.0068,1043232200,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-22,0.16,0.15,0.01,6.6667,post-market,,
2005-04-29,12.5600,12.7300,11.2500,11.5600,9.2691,862007300,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-03-22,0.16,0.15,0.01,6.6667,post-market,,
2005-05-31,11.5700,12.9800,11.4800,12.8000,10.2634,826054600,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-29,0.26,0.23,0.03,13.0435,pre-market,,
2005-06-30,12.7900,13.7900,12.2800,13.2000,10.5841,957367300,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-29,0.26,0.23,0.03,13.0435,pre-market,,
2005-07-29,13.3900,14.5100,12.9900,13.5700,10.8808,715220900,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-06-29,0.26,0.23,0.03,13.0435,pre-market,,
2005-08-31,13.6700,13.6900,12.8200,12.9900,10.4157,646569300,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-22,0.14,0.14,0,0,post-market,,
2005-09-30,12.9400,14.0000,12.0000,12.4000,9.9427,1094118100,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-22,0.14,0.14,0,0,post-market,,
2005-10-31,12.4200,13.0500,11.8500,12.6800,10.1672,828448900,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005-09-22,0.14,0.14,0,0,post-market,,
2005-11-30,12.5900,13.0300,11.7499,12.6000,10.1030,743735600,0.0000,USD,19346000000,6266000000,2837000000,2837000000,None,2205000000,13080000000,1366000000,None,10635000000,10635000000,7366000000,None,None,566000000,658000000,None,7231000000,5563000000,240000000,None,None,907000000,1668000000,None,156000000,None,None,1063000000,2233000000,None,12115000000,None,5063000000,6887000000,5238000000,USD,298000000,None,None,None,None,187000000,34000000,None,None,None,-571000000,-608000000,None,None,None,None,None,None,None,None,None,None,-74000000,None,None,None,797000000,USD,2535000000,3292000000,757000000,757000000,1116000000,825000000,468000000,1419000000,None,None,None,16000000,None,None,None,167000000,1122000000,324000000,None,0,None,1126000000,1293000000,798000000,2005-12-15,0.19,0.19,0,0,post-market,,
2005-12-30,12.6800,12.9500,11.9900,12.2100,9.7903,1060568700,0.0000,USD,19346000000,6266000000,2837000000,2837000000,None,2205000000,13080000000,1366000000,None,10635000000,10635000000,7366000000,None,None,566000000,658000000,None,7231000000,5563000000,240000000,None,None,907000000,1668000000,None,156000000,None,None,1063000000,2233000000,None,12115000000,None,5063000000,6887000000,5238000000,USD,298000000,None,None,None,None,187000000,34000000,None,None,None,-571000000,-608000000,None,None,None,None,None,None,None,None,None,None,-74000000,None,None,None,797000000,USD,2535000000,3292000000,757000000,757000000,1116000000,825000000,468000000,1419000000,None,None,None,16000000,None,None,None,167000000,1122000000,324000000,None,0,None,1126000000,1293000000,798000000,2005-12-15,0.19,0.19,0,0,post-market,,
2006-01-31,12.2300,13.1500,12.1900,12.5700,10.0790,1071865600,0.0000,USD,19346000000,6266000000,2837000000,2837000000,None,2205000000,13080000000,1366000000,None,10635000000,10635000000,7366000000,None,None,566000000,658000000,None,7231000000,5563000000,240000000,None,None,907000000,1668000000,None,156000000,None,None,1063000000,2233000000,None,12115000000,None,5063000000,6887000000,5238000000,USD,298000000,None,None,None,None,187000000,34000000,None,None,None,-571000000,-608000000,None,None,None,None,None,None,None,None,None,None,-74000000,None,None,None,797000000,USD,2535000000,3292000000,757000000,757000000,1116000000,825000000,468000000,1419000000,None,None,None,16000000,None,None,None,167000000,1122000000,324000000,None,0,None,1126000000,1293000000,798000000,2005-12-15,0.19,0.19,0,0,post-market,,
2006-02-28,12.4200,12.8000,12.0600,12.4200,9.9587,917275300,0.0000,USD,28464000000,11199000000,6921000000,6921000000,None,2465000000,17265000000,1375000000,None,14778000000,14778000000,10075000000,None,None,843000000,970000000,None,13421000000,5866000000,233000000,None,None,341000000,7555000000,None,5741000000,None,None,6082000000,2825000000,None,15043000000,None,5828000000,9038000000,5304000000,USD,1106000000,None,None,None,None,212000000,75000000,None,None,None,-2126000000,5065000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,765000000,USD,2680000000,3470000000,790000000,790000000,1052000000,146000000,467000000,1628000000,None,None,None,49000000,None,None,None,232000000,1078000000,313000000,None,0,None,1163000000,1395000000,765000000,2006-03-20,0.19,0.18,0.01,5.5556,post-market,,
2006-03-31,12.5000,14.0010,12.4900,13.6900,10.9770,1358023700,0.0000,USD,28464000000,11199000000,6921000000,6921000000,None,2465000000,17265000000,1375000000,None,14778000000,14778000000,10075000000,None,None,843000000,970000000,None,13421000000,5866000000,233000000,None,None,341000000,7555000000,None,5741000000,None,None,6082000000,2825000000,None,15043000000,None,5828000000,9038000000,5304000000,USD,1106000000,None,None,None,None,212000000,75000000,None,None,None,-2126000000,5065000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,765000000,USD,2680000000,3470000000,790000000,790000000,1052000000,146000000,467000000,1628000000,None,None,None,49000000,None,None,None,232000000,1078000000,313000000,None,0,None,1163000000,1395000000,765000000,2006-03-20,0.19,0.18,0.01,5.5556,post-market,,
2006-04-28,13.7600,15.2100,13.6200,14.5900,11.6987,883991800,0.0000,USD,28464000000,11199000000,6921000000,6921000000,None,2465000000,17265000000,1375000000,None,14778000000,14778000000,10075000000,None,None,843000000,970000000,None,13421000000,5866000000,233000000,None,None,341000000,7555000000,None,5741000000,None,None,6082000000,2825000000,None,15043000000,None,5828000000,9038000000,5304000000,USD,1106000000,None,None,None,None,212000000,75000000,None,None,None,-2126000000,5065000000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,765000000,USD,2680000000,3470000000,790000000,790000000,1052000000,146000000,467000000,1628000000,None,None,None,49000000,None,None,None,232000000,1078000000,313000000,None,0,None,1163000000,1395000000,765000000,2006-03-20,0.19,0.18,0.01,5.5556,post-market,,
2006-05-31,14.6100,14.9600,13.2800,14.2200,11.4020,721825700,0.0000,USD,29029000000,11974000000,6659000000,6659000000,None,3420000000,17055000000,1391000000,None,4528000000,4528000000,9809000000,None,None,946000000,949000000,None,14017000000,6930000000,268000000,None,None,159000000,7087000000,None,5735000000,None,None,5894000000,2863000000,None,15012000000,None,5538000000,9246000000,5217000000,USD,1679000000,None,None,None,None,264000000,75000000,None,None,None,-407000000,-1633000000,None,None,None,None,None,None,None,None,None,None,-1743000000,None,None,None,1300000000,USD,3887000000,4851000000,964000000,964000000,1857000000,409000000,537000000,2030000000,None,None,None,120000000,None,None,None,264000000,1879000000,579000000,None,0,None,1919000000,2183000000,1300000000,2006-06-22,0.29,0.28,0.01,3.5714,post-market,,
2006-06-30,14.1400,15.0700,13.0700,14.4900,11.6185,933795200,0.0000,USD,29029000000,11974000000,6659000000,6659000000,None,3420000000,17055000000,1391000000,None,4528000000,4528000000,9809000000,None,None,946000000,949000000,None,14017000000,6930000000,268000000,None,None,159000000,7087000000,None,5735000000,None,None,5894000000,2863000000,None,15012000000,None,5538000000,9246000000,5217000000,USD,1679000000,None,None,None,None,264000000,75000000,None,None,None,-407000000,-1633000000,None,None,None,None,None,None,None,None,None,None,-1743000000,None,None,None,1300000000,USD,3887000000,4851000000,964000000,964000000,1857000000,409000000,537000000,2030000000,None,None,None,120000000,None,None,None,264000000,1879000000,579000000,None,0,None,1919000000,2183000000,1300000000,2006-06-22,0.29,0.28,0.01,3.5714,post-market,,
2006-07-31,14.6100,15.2900,13.7700,14.9700,12.0034,792306800,0.0000,USD,29029000000,11974000000,6659000000,6659000000,None,3420000000,17055000000,1391000000,None,4528000000,4528000000,9809000000,None,None,946000000,949000000,None,14017000000,6930000000,268000000,None,None,159000000,7087000000,None,5735000000,None,None,5894000000,2863000000,None,15012000000,None,5538000000,9246000000,5217000000,USD,1679000000,None,None,None,None,264000000,75000000,None,None,None,-407000000,-1633000000,None,None,None,None,None,None,None,None,None,None,-1743000000,None,None,None,1300000000,USD,3887000000,4851000000,964000000,964000000,1857000000,409000000,537000000,2030000000,None,None,None,120000000,None,None,None,264000000,1879000000,579000000,None,0,None,1919000000,2183000000,1300000000,2006-06-22,0.29,0.28,0.01,3.5714,post-market,,
2006-08-31,14.9000,15.9500,14.4900,15.6600,12.5566,814052130,0.0000,USD,28848000000,11691000000,5446000000,5446000000,None,2347000000,17157000000,1437000000,None,4640000000,4640000000,10529000000,None,None,2852000000,1046000000,None,13626000000,6698000000,223000000,None,None,166000000,6928000000,None,5737000000,None,None,5903000000,3040000000,None,14899000000,None,5295000000,9362000000,5307000000,USD,1623000000,None,None,None,None,257000000,49000000,None,80000000,None,-2062000000,-776000000,None,None,None,None,None,None,None,None,None,None,-936000000,None,None,None,670000000,USD,2611000000,3591000000,980000000,980000000,943000000,157000000,506000000,1668000000,None,None,None,83000000,None,None,None,257000000,962000000,292000000,None,0,None,1000000000,1257000000,670000000,2006-09-19,0.18,0.16,0.02,12.5,post-market,,
2006-09-29,15.8000,18.2900,15.4500,17.7400,14.2244,1171609300,0.0000,USD,28848000000,11691000000,5446000000,5446000000,None,2347000000,17157000000,1437000000,None,4640000000,4640000000,10529000000,None,None,2852000000,1046000000,None,13626000000,6698000000,223000000,None,None,166000000,6928000000,None,5737000000,None,None,5903000000,3040000000,None,14899000000,None,5295000000,9362000000,5307000000,USD,1623000000,None,None,None,None,257000000,49000000,None,80000000,None,-2062000000,-776000000,None,None,None,None,None,None,None,None,None,None,-936000000,None,None,None,670000000,USD,2611000000,3591000000,980000000,980000000,943000000,157000000,506000000,1668000000,None,None,None,83000000,None,None,None,257000000,962000000,292000000,None,0,None,1000000000,1257000000,670000000,2006-09-19,0.18,0.16,0.02,12.5,post-market,,
2006-10-31,17.9100,19.2500,17.5200,18.4700,14.8097,780481300,0.0000,USD,28848000000,11691000000,5446000000,5446000000,None,2347000000,17157000000,1437000000,None,4640000000,4640000000,10529000000,None,None,2852000000,1046000000,None,13626000000,6698000000,223000000,None,None,166000000,6928000000,None,5737000000,None,None,5903000000,3040000000,None,14899000000,None,5295000000,9362000000,5307000000,USD,1623000000,None,None,None,None,257000000,49000000,None,80000000,None,-2062000000,-776000000,None,None,None,None,None,None,None,None,None,None,-936000000,None,None,None,670000000,USD,2611000000,3591000000,980000000,980000000,943000000,157000000,506000000,1668000000,None,None,None,83000000,None,None,None,257000000,962000000,292000000,None,0,None,1000000000,1257000000,670000000,2006-09-19,0.18,0.16,0.02,12.5,post-market,,
2006-11-30,18.5600,19.7500,17.6700,19.0500,15.2748,618254400,0.0000,USD,28927000000,11662000000,4684000000,4684000000,None,2836000000,17265000000,1446000000,None,4559000000,4559000000,10682000000,None,None,3141000000,1001000000,None,12998000000,6096000000,284000000,None,None,168000000,6902000000,None,5735000000,None,None,5903000000,2874000000,None,15514000000,None,5367000000,51780000,5287000000,USD,243000000,None,None,None,None,268000000,57000000,None,None,None,-579000000,-472000000,None,None,None,None,None,None,None,None,None,None,-1000000000,None,None,None,967000000,USD,3138000000,4163000000,1025000000,1025000000,1357000000,170000000,519000000,1781000000,None,None,None,82000000,None,None,None,268000000,1354000000,387000000,None,0,None,1332000000,1600000000,967000000,2006-12-18,0.22,0.22,0,0,post-market,,
2006-12-29,19.1100,19.3400,16.9300,17.1400,13.7433,919387900,0.0000,USD,28927000000,11662000000,4684000000,4684000000,None,2836000000,17265000000,1446000000,None,4559000000,4559000000,10682000000,None,None,3141000000,1001000000,None,12998000000,6096000000,284000000,None,None,168000000,6902000000,None,5735000000,None,None,5903000000,2874000000,None,15514000000,None,5367000000,51780000,5287000000,USD,243000000,None,None,None,None,268000000,57000000,None,None,None,-579000000,-472000000,None,None,None,None,None,None,None,None,None,None,-1000000000,None,None,None,967000000,USD,3138000000,4163000000,1025000000,1025000000,1357000000,170000000,519000000,1781000000,None,None,None,82000000,None,None,None,268000000,1354000000,387000000,None,0,None,1332000000,1600000000,967000000,2006-12-18,0.22,0.22,0,0,post-market,,
2007-01-31,17.2200,17.9800,16.7700,17.1600,13.7594,782445000,0.0000,USD,28927000000,11662000000,4684000000,4684000000,None,2836000000,17265000000,1446000000,None,4559000000,4559000000,10682000000,None,None,3141000000,1001000000,None,12998000000,6096000000,284000000,None,None,168000000,6902000000,None,5735000000,None,None,5903000000,2874000000,None,15514000000,None,5367000000,51780000,5287000000,USD,243000000,None,None,None,None,268000000,57000000,None,None,None,-579000000,-472000000,None,None,None,None,None,None,None,None,None,None,-1000000000,None,None,None,967000000,USD,3138000000,4163000000,1025000000,1025000000,1357000000,170000000,519000000,1781000000,None,None,None,82000000,None,None,None,268000000,1354000000,387000000,None,0,None,1332000000,1600000000,967000000,2006-12-18,0.22,0.22,0,0,post-market,,
2007-02-28,17.2200,17.4400,16.0000,16.4300,13.1740,723301100,0.0000,USD,29369000000,10664000000,5250000000,5250000000,None,3148000000,18705000000,1465000000,None,4731000000,4731000000,11917000000,None,None,1195000000,1071000000,None,13312000000,6330000000,273000000,None,None,3000000,6982000000,None,5736000000,None,None,5739000000,3106000000,None,15791000000,None,5511000000,10004000000,5257000000,USD,1439000000,None,None,None,None,282000000,77000000,None,None,None,137000000,-1018000000,None,None,None,None,None,None,None,None,None,None,-997000000,None,None,None,1033000000,USD,3384000000,4414000000,1030000000,1030000000,1394000000,175000000,570000000,1990000000,None,None,None,82000000,None,None,None,282000000,1406000000,373000000,None,0,None,1450000000,1732000000,1033000000,2007-03-20,0.25,0.22,0.03,13.6364,post-market,,
2007-03-30,16.1100,18.5900,15.9700,18.1300,14.5371,871563700,0.0000,USD,29369000000,10664000000,5250000000,5250000000,None,3148000000,18705000000,1465000000,None,4731000000,4731000000,11917000000,None,None,1195000000,1071000000,None,13312000000,6330000000,273000000,None,None,3000000,6982000000,None,5736000000,None,None,5739000000,3106000000,None,15791000000,None,5511000000,10004000000,5257000000,USD,1439000000,None,None,None,None,282000000,77000000,None,None,None,137000000,-1018000000,None,None,None,None,None,None,None,None,None,None,-997000000,None,None,None,1033000000,USD,3384000000,4414000000,1030000000,1030000000,1394000000,175000000,570000000,1990000000,None,None,None,82000000,None,None,None,282000000,1406000000,373000000,None,0,None,1450000000,1732000000,1033000000,2007-03-20,0.25,0.22,0.03,13.6364,post-market,,
2007-04-30,18.0800,19.2900,17.9899,18.8000,15.0743,520154200,0.0000,USD,29369000000,10664000000,5250000000,5250000000,None,3148000000,18705000000,1465000000,None,4731000000,4731000000,11917000000,None,None,1195000000,1071000000,None,13312000000,6330000000,273000000,None,None,3000000,6982000000,None,5736000000,None,None,5739000000,3106000000,None,15791000000,None,5511000000,10004000000,5257000000,USD,1439000000,None,None,None,None,282000000,77000000,None,None,None,137000000,-1018000000,None,None,None,None,None,None,None,None,None,None,-997000000,None,None,None,1033000000,USD,3384000000,4414000000,1030000000,1030000000,1394000000,175000000,570000000,1990000000,None,None,None,82000000,None,None,None,282000000,1406000000,373000000,None,0,None,1450000000,1732000000,1033000000,2007-03-20,0.25,0.22,0.03,13.6364,post-market,,
2007-05-31,18.7500,19.6000,18.4800,19.3800,15.5394,539011500,0.0000,USD,34572000000,12883000000,6218000000,6218000000,None,4589000000,21689000000,1603000000,None,5964000000,5964000000,13479000000,None,None,802000000,1274000000,None,17653000000,9387000000,315000000,None,None,1358000000,8266000000,None,6235000000,None,None,7593000000,2985000000,None,16919000000,None,6223000000,10293000000,5110000000,USD,2215000000,None,None,None,None,320000000,136000000,None,-80000000,None,-2467000000,1127000000,None,None,None,None,None,None,None,None,None,None,-1004000000,None,None,None,1604000000,USD,4670000000,5829000000,1159000000,1159000000,2281000000,190000000,599000000,2389000000,None,None,None,96000000,None,None,None,320000000,2264000000,660000000,None,0,None,2352000000,2672000000,1604000000,2007-06-26,0.37,0.35,0.02,5.7143,post-market,,
2007-06-29,19.3800,20.0600,18.7200,19.7100,15.8040,746227000,0.0000,USD,34572000000,12883000000,6218000000,6218000000,None,4589000000,21689000000,1603000000,None,5964000000,5964000000,13479000000,None,None,802000000,1274000000,None,17653000000,9387000000,315000000,None,None,1358000000,8266000000,None,6235000000,None,None,7593000000,2985000000,None,16919000000,None,6223000000,10293000000,5110000000,USD,2215000000,None,None,None,None,320000000,136000000,None,-80000000,None,-2467000000,1127000000,None,None,None,None,None,None,None,None,None,None,-1004000000,None,None,None,1604000000,USD,4670000000,5829000000,1159000000,1159000000,2281000000,190000000,599000000,2389000000,None,None,None,96000000,None,None,None,320000000,2264000000,660000000,None,0,None,2352000000,2672000000,1604000000,2007-06-26,0.37,0.35,0.02,5.7143,post-market,,
2007-07-31,19.8800,20.9800,19.1100,19.1200,15.3309,629004000,0.0000,USD,34572000000,12883000000,6218000000,6218000000,None,4589000000,21689000000,1603000000,None,5964000000,5964000000,13479000000,None,None,802000000,1274000000,None,17653000000,9387000000,315000000,None,None,1358000000,8266000000,None,6235000000,None,None,7593000000,2985000000,None,16919000000,None,6223000000,10293000000,5110000000,USD,2215000000,None,None,None,None,320000000,136000000,None,-80000000,None,-2467000000,1127000000,None,None,None,None,None,None,None,None,None,None,-1004000000,None,None,None,1604000000,USD,4670000000,5829000000,1159000000,1159000000,2281000000,190000000,599000000,2389000000,None,None,None,96000000,None,None,None,320000000,2264000000,660000000,None,0,None,2352000000,2672000000,1604000000,2007-06-26,0.37,0.35,0.02,5.7143,post-market,,
2007-08-31,18.9400,20.4800,18.8100,20.2800,16.2611,687783700,0.0000,USD,34315000000,12173000000,6455000000,6455000000,None,3019000000,22142000000,1633000000,None,5935000000,5935000000,13544000000,None,None,1288000000,1411000000,None,16530000000,6797000000,298000000,None,None,2000000,9733000000,None,6236000000,None,None,6238000000,2376000000,None,17785000000,None,6619000000,10759000000,5217000000,USD,2701000000,None,None,None,None,352000000,87000000,None,161000000,None,-968000000,-1520000000,None,None,None,None,None,None,None,None,None,None,-530000000,None,None,None,840000000,USD,3370000000,4529000000,1159000000,1159000000,1217000000,195000000,652000000,2153000000,None,None,None,94000000,None,None,None,352000000,1200000000,360000000,None,0,None,1264000000,1616000000,840000000,2007-09-20,0.22,0.21,0.01,4.7619,post-market,,
2007-09-28,20.2400,22.1700,19.8800,21.6500,17.3596,652920500,0.0000,USD,34315000000,12173000000,6455000000,6455000000,None,3019000000,22142000000,1633000000,None,5935000000,5935000000,13544000000,None,None,1288000000,1411000000,None,16530000000,6797000000,298000000,None,None,2000000,9733000000,None,6236000000,None,None,6238000000,2376000000,None,17785000000,None,6619000000,10759000000,5217000000,USD,2701000000,None,None,None,None,352000000,87000000,None,161000000,None,-968000000,-1520000000,None,None,None,None,None,None,None,None,None,None,-530000000,None,None,None,840000000,USD,3370000000,4529000000,1159000000,1159000000,1217000000,195000000,652000000,2153000000,None,None,None,94000000,None,None,None,352000000,1200000000,360000000,None,0,None,1264000000,1616000000,840000000,2007-09-20,0.22,0.21,0.01,4.7619,post-market,,
